Date	Month	Channel	Owner	Zone	Sales Value	Cost of Sales	Price	Gross Profit	Indirect Costs	Operating Profit
5/8/2015	15-May	SINGLE FAMILY	1722  TEMPLE AVE 	2		432500	432.5			No
5/8/2015	15-May	SINGLE FAMILY	1734  24TH AVE N 	3		40000	40			No
5/8/2015	15-May	SINGLE FAMILY	1511  12TH AVE N 	3		73000	73			No
5/8/2015	15-May	SINGLE FAMILY	5608  KENTUCKY AVE 	3		349000	349			No
5/8/2015	15-May	SINGLE FAMILY	120  VINE LN 	5		184398	184.398			No
5/8/2015	15-May	SINGLE FAMILY	1040  FONTAINE DR 	5		189900	189.9			No
5/8/2015	15-May	SINGLE FAMILY	2112  PAULA DR 	6		236000	236			No
5/8/2015	15-May	SINGLE FAMILY	1005  PIERCE RD 	6		83000	83			No
5/8/2015	15-May	SINGLE FAMILY	2822  JONES AVE 	6		82900	82.9			No
5/8/2015	15-May	SINGLE FAMILY	1840  JOY CIR 	6		96500	96.5			No
5/8/2015	15-May	SINGLE FAMILY	1842  WILLOW SPRINGS DR 	6		299000	299			No
5/8/2015	15-May	SINGLE FAMILY	508  RUSSELL ST 	6		350000	350			No
5/8/2015	15-May	SINGLE FAMILY	120 B  CREIGHTON AVE 	6		414900	414.9			No
5/8/2015	15-May	SINGLE FAMILY	613  S 14TH ST 	6		460000	460			No
5/8/2015	15-May	SINGLE FAMILY	2087  REMINGTON PARK RD 	7		247283	247.283			No
5/8/2015	15-May	SINGLE FAMILY	6018  CORTEZ CT 	7		150000	150			No
5/8/2015	15-May	SINGLE FAMILY	124  SUMMIT RUN PL 	7		183000	183			No
5/8/2015	15-May	SINGLE FAMILY	4277  VALLEY GROVE DR 	7		112500	112.5			No
5/8/2015	15-May	SINGLE FAMILY	5913  NEW HOPE CT 	8		167300	167.3			No
5/8/2015	15-May	SINGLE FAMILY	2552  SOMERSET DR 	8		199500	199.5			No
5/8/2015	15-May	SINGLE FAMILY	3312  TOWNE RIDGE DR 	8		138500	138.5			No
5/8/2015	15-May	SINGLE FAMILY	3033  CEDARCLIFF CT 	8		125000	125			No
5/8/2015	15-May	SINGLE FAMILY	4548  HAMILTON LN 	8		179000	179			No
5/8/2015	15-May	SINGLE FAMILY	4729  DERBYSHIRE DR 	8		215000	215			No
5/9/2015	15-May	SINGLE FAMILY	116  TOOK DR 	8		202000	202			No
5/11/2015	15-May	SINGLE FAMILY	5669  OAKES DR 	1		289000	289			No
5/11/2015	15-May	SINGLE FAMILY	5216  COCHRAN DR 	1		396500	396.5			No
5/11/2015	15-May	SINGLE FAMILY	1188  BRITTANY PARK LN 	1		117000	117			No
5/11/2015	15-May	SINGLE FAMILY	5476  OAK CHASE DR 	1		204990	204.99			No
5/11/2015	15-May	SINGLE FAMILY	3403  ELKINS AVE 	2		209000	209			No
5/11/2015	15-May	SINGLE FAMILY	4202  NEBRASKA AVE 	2		362000	362			No
5/11/2015	15-May	SINGLE FAMILY	4307  NEBRASKA AVE 	2		670000	670			No
5/11/2015	15-May	SINGLE FAMILY	4310  COLORADO AVE 	2		750000	750			No
5/11/2015	15-May	SINGLE FAMILY	114  MAYFAIR RD 	2		463000	463			No
5/11/2015	15-May	SINGLE FAMILY	3700  MURPHY RD 	2		315000	315			No
5/11/2015	15-May	SINGLE FAMILY	708  GEORGETOWN DR 	2		440200	440.2			No
5/11/2015	15-May	SINGLE FAMILY	1108  KIRKWOOD AVE 	2		357200	357.2			No
5/11/2015	15-May	SINGLE FAMILY	811  HORNER AVE 	2		290000	290			No
5/11/2015	15-May	SINGLE FAMILY	902  NEUHOFF LN 	2		325000	325			No
5/11/2015	15-May	SINGLE FAMILY	4236  JAMESBOROUGH PL 	2		500000	500			No
5/11/2015	15-May	SINGLE FAMILY	1112  SOMMERSBY CT 	2		184000	184			No
5/11/2015	15-May	SINGLE FAMILY	201  BELLEVUE RD 	2		305000	305			No
5/11/2015	15-May	SINGLE FAMILY	701  MORROW RD 	3		128000	128			No
5/11/2015	15-May	SINGLE FAMILY	4809 B  ILLINOIS AVE 	3		325000	325			No
5/11/2015	15-May	SINGLE FAMILY	4504  ILLINOIS AVE 	3		296000	296			No
5/11/2015	15-May	SINGLE FAMILY	6629  UPTON LN 	3		166800	166.8			No
5/11/2015	15-May	SINGLE FAMILY	8152  SETTLERS WAY 	3		275000	275			No
5/11/2015	15-May	SINGLE FAMILY	508  HAROLD PREWETT DR 	4		117000	117			No
5/11/2015	15-May	SINGLE FAMILY	2112  CLIFF DR 	4		172500	172.5			No
5/11/2015	15-May	SINGLE FAMILY	406  LANIER DR 	6		135000	135			No
5/11/2015	15-May	SINGLE FAMILY	916  CURDWOOD BLVD 	6		115000	115			No
5/11/2015	15-May	SINGLE FAMILY	322  QUEEN AVE 	6		67500	67.5			No
5/11/2015	15-May	SINGLE FAMILY	504  NORTON AVE 	6		140000	140			No
5/11/2015	15-May	SINGLE FAMILY	2311  NORTHVIEW AVE 	6		110000	110			No
5/11/2015	15-May	SINGLE FAMILY	1807  TAMMANY DR 	6		165000	165			No
5/11/2015	15-May	SINGLE FAMILY	872  SHARPE AVE 	6		308000	308			No
5/11/2015	15-May	SINGLE FAMILY	2438  CHAPMAN DR 	6		269000	269			No
5/11/2015	15-May	SINGLE FAMILY	1711  EASTSIDE AVE 	6		262000	262			No
5/11/2015	15-May	SINGLE FAMILY	1502  ELLISTON ST 	7		98000	98			No
5/11/2015	15-May	SINGLE FAMILY	8204  GORDON LN 	7		122000	122			No
5/11/2015	15-May	SINGLE FAMILY	4229  NEW HOPE MEADOW RD 	7		194010	194.01			No
5/11/2015	15-May	SINGLE FAMILY	2815  HASTINGS RD 	7		149000	149			No
5/11/2015	15-May	SINGLE FAMILY	1155  FITZPATRICK RD 	8		154000	154			No
5/11/2015	15-May	SINGLE FAMILY	4405  DOWDY DR 	8		105000	105			No
5/11/2015	15-May	SINGLE FAMILY	5005  OAKWOOD FOREST DR 	8		162000	162			No
5/11/2015	15-May	SINGLE FAMILY	705  REEVES RD 	8		95000	95			No
5/11/2015	15-May	SINGLE FAMILY	3621  ARCADIA CIR 	8		110000	110			No
5/11/2015	15-May	SINGLE FAMILY	516  AERIE LNDG 	8		202000	202			No
5/12/2015	15-May	SINGLE FAMILY	5038  REGENT DR 	1		295000	295			No
5/12/2015	15-May	SINGLE FAMILY	316  WAUFORD DR 	1		313000	313			No
5/12/2015	15-May	SINGLE FAMILY	4932  BRIARWOOD DR 	1		330000	330			No
5/12/2015	15-May	SINGLE FAMILY	610  COPPERFIELD CT 	1		324000	324			No
5/12/2015	15-May	SINGLE FAMILY	2602  AVERY PARK DR 	1		172000	172			No
5/12/2015	15-May	SINGLE FAMILY	5206  WYOMING AVE 	2		723426	723.426			No
5/12/2015	15-May	SINGLE FAMILY	4113  IDAHO AVE 	2		357500	357.5			No
5/12/2015	15-May	SINGLE FAMILY	2011  LINDEN AVE 	2		629000	629			No
5/12/2015	15-May	SINGLE FAMILY	134  WOODMONT BLVD 	2		468500	468.5			No
5/12/2015	15-May	SINGLE FAMILY	705  BIXLER AVE 	6		96000	96			No
5/12/2015	15-May	SINGLE FAMILY	641  NEELYS BEND RD 	6		85000	85			No
5/12/2015	15-May	SINGLE FAMILY	1717  HUDSON RD 	6		229900	229.9			No
5/12/2015	15-May	SINGLE FAMILY	1711  MARSDEN AVE 	6		125000	125			No
5/12/2015	15-May	SINGLE FAMILY	1724  STRAIGHTWAY AVE 	6		170000	170			No
5/12/2015	15-May	SINGLE FAMILY	508  N 2ND ST 	6		245000	245			No
5/12/2015	15-May	SINGLE FAMILY	807  S 14TH ST 	6		154000	154			No
5/12/2015	15-May	SINGLE FAMILY	1134  ALANDEE ST 	7		99000	99			No
5/12/2015	15-May	SINGLE FAMILY	2217  JUNE DR 	7		160000	160			No
5/12/2015	15-May	SINGLE FAMILY	2833  BLUE BRICK DR 	7		105000	105			No
5/12/2015	15-May	SINGLE FAMILY	2808  BRANWOOD DR 	7		128000	128			No
5/12/2015	15-May	SINGLE FAMILY	912  SANDBURG CT 	8		161500	161.5			No
5/12/2015	15-May	SINGLE FAMILY	3104  HARBORWOOD DR 	8		240000	240			No
5/12/2015	15-May	SINGLE FAMILY	428  BLACK MOUNTAIN DR 	8		165000	165			No
5/13/2015	15-May	SINGLE FAMILY	5068  META DR 	1		225000	225			No
5/13/2015	15-May	SINGLE FAMILY	5412  INCLINE DR 	1		350000	350			No
5/13/2015	15-May	SINGLE FAMILY	6669  CHRISTIANSTED LN 	1		352000	352			No
5/13/2015	15-May	SINGLE FAMILY	1112  HUNTERS BOW CIR 	1		335500	335.5			No
5/13/2015	15-May	SINGLE FAMILY	233  CLAYBROOK LN 	1		172000	172			No
5/13/2015	15-May	SINGLE FAMILY	517  WILCOX CT 	1		353544	353.544			No
5/13/2015	15-May	SINGLE FAMILY	2713  WORTHAM AVE 	2		625000	625			No
5/13/2015	15-May	SINGLE FAMILY	2710  SHARONDALE CT 	2		205000	205			No
5/13/2015	15-May	SINGLE FAMILY	4129  KINLEY CT 	2		228000	228			No
5/13/2015	15-May	SINGLE FAMILY	6370  IVY ST 	3		205000	205			No
5/13/2015	15-May	SINGLE FAMILY	1332  WESTVALE DR 	3		239000	239			No
5/13/2015	15-May	SINGLE FAMILY	2309  HOCKETT DR 	4		180000	180			No
5/13/2015	15-May	SINGLE FAMILY	2661  JORDAN RIDGE DR 	4		214900	214.9			No
5/13/2015	15-May	SINGLE FAMILY	1432  SNELL BLVD 	4		65000	65			No
5/13/2015	15-May	SINGLE FAMILY	1312  RIVERWOOD DR 	6		345500	345.5			No
5/13/2015	15-May	SINGLE FAMILY	885  CARTER ST 	6		115300	115.3			No
5/13/2015	15-May	SINGLE FAMILY	512  VILLAGE CT 	6		200000	200			No
5/13/2015	15-May	SINGLE FAMILY	212  ASHAWN BLVD 	7		282300	282.3			No
5/13/2015	15-May	SINGLE FAMILY	536  GRANWOOD BLVD 	7		116500	116.5			No
5/13/2015	15-May	SINGLE FAMILY	745  GREYMONT DR 	8		217000	217			No
5/13/2015	15-May	SINGLE FAMILY	3349  MILBRIDGE DR 	8		180000	180			No
5/13/2015	15-May	SINGLE FAMILY	6816  HICKORY RIM CT 	8		150000	150			No
5/13/2015	15-May	SINGLE FAMILY	1716 B  6TH AVE N 	9		382000	382			No
5/14/2015	15-May	SINGLE FAMILY	5014  W DURRETT DR 	1		206000	206			No
5/14/2015	15-May	SINGLE FAMILY	5109  BRIARWOOD DR 	1		210500	210.5			No
5/14/2015	15-May	SINGLE FAMILY	2351  ALTERAS DR 	1		200000	200			No
5/14/2015	15-May	SINGLE FAMILY	713  SHERBROOKE CT 	1		299500	299.5			No
5/14/2015	15-May	SINGLE FAMILY	4005  OCTOBER WOODS DR 	1		156000	156			No
5/14/2015	15-May	SINGLE FAMILY	2154  KIRKWALL DR 	1		310900	310.9			No
5/14/2015	15-May	SINGLE FAMILY	224  LAUDERDALE RD 	2		1190000	1190			No
5/14/2015	15-May	SINGLE FAMILY	112  MOCKINGBIRD RD 	2		745000	745			No
5/14/2015	15-May	SINGLE FAMILY	404  W HILLWOOD DR 	2		995500	995.5			No
5/14/2015	15-May	SINGLE FAMILY	723  GREELEY DR 	2		1080000	1080			No
5/14/2015	15-May	SINGLE FAMILY	745  W MEADE DR 	2		280000	280			No
5/14/2015	15-May	SINGLE FAMILY	1554  BROCKTON LN 	2		68915	68.915			No
5/14/2015	15-May	SINGLE FAMILY	812  MEADOW RIDGE CT 	2		315000	315			No
5/14/2015	15-May	SINGLE FAMILY	236  DEER PT 	3		305000	305			No
5/14/2015	15-May	SINGLE FAMILY	8552  BEAUTIFUL VALLEY DR 	3		311540	311.54			No
5/14/2015	15-May	SINGLE FAMILY	7445  RIVERLAND DR 	3		255000	255			No
5/14/2015	15-May	SINGLE FAMILY	1132  WINDING WAY 	6		405000	405			No
5/14/2015	15-May	SINGLE FAMILY	320  BRANDIWOOD CT 	7		162000	162			No
5/14/2015	15-May	SINGLE FAMILY	2315  CLOVERDALE RD 	7		196000	196			No
5/14/2015	15-May	SINGLE FAMILY	136  CLEARLAKE DR E 	8		165400	165.4			No
5/14/2015	15-May	SINGLE FAMILY	1609  LONDON GARDENS CT 	8		135000	135			No
5/15/2015	15-May	SINGLE FAMILY	1245  2ND AVE S 	1		43400	43.4			No
5/15/2015	15-May	SINGLE FAMILY	1808  NEAL TER 	1		281000	281			No
5/15/2015	15-May	SINGLE FAMILY	2009  HUTTON DR 	1		120000	120			No
5/15/2015	15-May	SINGLE FAMILY	90  ORIEL AVE 	1		195000	195			No
5/15/2015	15-May	SINGLE FAMILY	74  JAY ST 	1		115000	115			No
5/15/2015	15-May	SINGLE FAMILY	3001  WINGATE AVE 	1		215000	215			No
5/15/2015	15-May	SINGLE FAMILY	527  INWOOD DR 	1		265000	265			No
5/15/2015	15-May	SINGLE FAMILY	477  ELYSIAN FIELDS RD 	1		211000	211			No
5/15/2015	15-May	SINGLE FAMILY	301  MELPAR DR 	1		197000	197			No
5/15/2015	15-May	SINGLE FAMILY	2205  GREEN TRAILS DR 	1		145000	145			No
5/15/2015	15-May	SINGLE FAMILY	1441  BELL TRACE DR 	1		145000	145			No
5/15/2015	15-May	SINGLE FAMILY	4857  MANASSAS DR 	1		385900	385.9			No
5/15/2015	15-May	SINGLE FAMILY	5833  STERLING OAKS DR 	1		315000	315			No
5/15/2015	15-May	SINGLE FAMILY	804  COLD CREEK TRL 	1		235000	235			No
5/15/2015	15-May	SINGLE FAMILY	821  COLD CREEK TRL 	1		236000	236			No
5/15/2015	15-May	SINGLE FAMILY	3461  COBBLE ST 	1		239525	239.525			No
5/15/2015	15-May	SINGLE FAMILY	1322  CONCORD MILL LN 	1		215000	215			No
5/15/2015	15-May	SINGLE FAMILY	7814  HEATON WAY 	1		196000	196			No
5/15/2015	15-May	SINGLE FAMILY	8706  GAUPHIN PL 	1		195000	195			No
5/15/2015	15-May	SINGLE FAMILY	2625  BOWWATER LN 	1		278000	278			No
5/15/2015	15-May	SINGLE FAMILY	3473  CHANDLER COVE WAY 	1		190000	190			No
5/15/2015	15-May	SINGLE FAMILY	2029  SHERBROOKE LN 	1		247000	247			No
5/15/2015	15-May	SINGLE FAMILY	6709  SUNNYWOOD DR 	1		215900	215.9			No
5/15/2015	15-May	SINGLE FAMILY	7621  OAKFIELD WAY 	1		268000	268			No
5/15/2015	15-May	SINGLE FAMILY	7204  LEGACY DR 	1		141000	141			No
5/15/2015	15-May	SINGLE FAMILY	9104  MACAULEY LN 	1		368949	368.949			No
5/15/2015	15-May	SINGLE FAMILY	2150  KIRKWALL DR 	1		261502	261.502			No
5/15/2015	15-May	SINGLE FAMILY	2021  OAK TRAIL DR 	1		157500	157.5			No
5/15/2015	15-May	SINGLE FAMILY	513  31ST AVE N 	2		180000	180			No
5/15/2015	15-May	SINGLE FAMILY	761  DARDEN PL 	2		1375000	1375			No
5/15/2015	15-May	SINGLE FAMILY	252  38TH AVE N 	2		209000	209			No
5/15/2015	15-May	SINGLE FAMILY	3341  LOVE CIR 	2		865000	865			No
5/15/2015	15-May	SINGLE FAMILY	3614  WHITLAND AVE 	2		960000	960			No
5/15/2015	15-May	SINGLE FAMILY	57  WYN OAK 	2		669000	669			No
5/15/2015	15-May	SINGLE FAMILY	1906  ELLIOTT AVE 	2		551000	551			No
5/15/2015	15-May	SINGLE FAMILY	892  RODNEY DR 	2		405000	405			No
5/15/2015	15-May	SINGLE FAMILY	105  WESTHAMPTON PL 	2		1275000	1275			No
5/15/2015	15-May	SINGLE FAMILY	5959  SEDBERRY RD 	2		840000	840			No
5/15/2015	15-May	SINGLE FAMILY	413  ELLENDALE AVE 	2		2900000	2900			No
5/15/2015	15-May	SINGLE FAMILY	112  BELLEVUE DR S 	2		585000	585			No
5/15/2015	15-May	SINGLE FAMILY	117  BROOK HOLLOW RD 	2		525000	525			No
5/15/2015	15-May	SINGLE FAMILY	708  LYNNWOOD BLVD 	2		1065000	1065			No
5/15/2015	15-May	SINGLE FAMILY	1707  GREEN HILLS DR 	2		561000	561			No
5/15/2015	15-May	SINGLE FAMILY	41  BELCARO CIR 	2		340000	340			No
5/15/2015	15-May	SINGLE FAMILY	4720  CLENDENIN RD 	2		500000	500			No
5/15/2015	15-May	SINGLE FAMILY	938  OAK VALLEY LN 	2		891000	891			No
5/15/2015	15-May	SINGLE FAMILY	1236  SCARCROFT LN 	2		232745	232.745			No
5/15/2015	15-May	SINGLE FAMILY	2017  LEEDS LN 	2		263460	263.46			No
5/15/2015	15-May	SINGLE FAMILY	1021  RIVER RIDGE TER 	2		260000	260			No
5/15/2015	15-May	SINGLE FAMILY	5895  WILLSHIRE DR 	2		520000	520			No
5/15/2015	15-May	SINGLE FAMILY	1609  OTTER CREEK RD 	2		1750000	1750			No
5/15/2015	15-May	SINGLE FAMILY	7025  ALLENS LN 	2		302000	302			No
5/15/2015	15-May	SINGLE FAMILY	8469  INDIAN HILLS DR 	2		280000	280			No
5/15/2015	15-May	SINGLE FAMILY	6544  BUTTERCUP DR 	2		350000	350			No
5/15/2015	15-May	SINGLE FAMILY	1408  RICHLAND WOODS LN 	2		1775000	1775			No
5/15/2015	15-May	SINGLE FAMILY	1739  DR D B TODD JR BLVD 	3		50000	50			No
5/15/2015	15-May	SINGLE FAMILY	8549  BEAUTIFUL VALLEY DR 	3		289915	289.915			No
5/15/2015	15-May	SINGLE FAMILY	1649  HARPETH RUN DR 	3		225000	225			No
5/15/2015	15-May	SINGLE FAMILY	766  RINGGOLD DR 	4		155000	155			No
5/15/2015	15-May	SINGLE FAMILY	3516  CUMBERLAND COVE DR 	4		217467	217.467			No
5/15/2015	15-May	SINGLE FAMILY	307  HIGHLAND HEIGHTS DR 	5		178900	178.9			No
5/15/2015	15-May	SINGLE FAMILY	3853  NORTHBROOK DR 	5		109900	109.9			No
5/15/2015	15-May	SINGLE FAMILY	3633  CHESAPEAKE DR 	5		114900	114.9			No
5/15/2015	15-May	SINGLE FAMILY	213  MARITA AVE 	6		250000	250			No
5/15/2015	15-May	SINGLE FAMILY	412  NESBITT LN 	6		372000	372			No
5/15/2015	15-May	SINGLE FAMILY	342  MAPLE ST 	6		104000	104			No
5/15/2015	15-May	SINGLE FAMILY	1021  S GRAYCROFT AVE 	6		198500	198.5			No
5/15/2015	15-May	SINGLE FAMILY	1108  IDLEWILD CT 	6		146500	146.5			No
5/15/2015	15-May	SINGLE FAMILY	1108  SIOUX TER 	6		127000	127			No
5/15/2015	15-May	SINGLE FAMILY	712  COGGIN PASS 	6		165000	165			No
5/15/2015	15-May	SINGLE FAMILY	607  BROADMOOR DR 	6		197000	197			No
5/15/2015	15-May	SINGLE FAMILY	914  MCMAHAN AVE 	6		289000	289			No
5/15/2015	15-May	SINGLE FAMILY	1307  JONES AVE 	6		115000	115			No
5/15/2015	15-May	SINGLE FAMILY	1421  SHELTON AVE 	6		245000	245			No
5/15/2015	15-May	SINGLE FAMILY	1145  KIRKLAND AVE 	6		469900	469.9			No
5/15/2015	15-May	SINGLE FAMILY	926  CAROLYN AVE 	6		145000	145			No
5/15/2015	15-May	SINGLE FAMILY	1514  WENDELL AVE 	6		243000	243			No
5/15/2015	15-May	SINGLE FAMILY	820  FATHERLAND ST 	6		417000	417			No
5/15/2015	15-May	SINGLE FAMILY	932  SHARPE AVE 	6		240000	240			No
5/15/2015	15-May	SINGLE FAMILY	1041  PETWAY AVE 	6		199000	199			No
5/15/2015	15-May	SINGLE FAMILY	1122  GRANADA AVE 	6		205000	205			No
5/15/2015	15-May	SINGLE FAMILY	1416  SHARPE AVE 	6		499900	499.9			No
5/15/2015	15-May	SINGLE FAMILY	1614  DOUGLAS AVE 	6		392000	392			No
5/15/2015	15-May	SINGLE FAMILY	2111  EARLY AVE 	6		300000	300			No
5/15/2015	15-May	SINGLE FAMILY	801  POTTER LN 	6		199900	199.9			No
5/15/2015	15-May	SINGLE FAMILY	504  VILLAGE CT 	6		109500	109.5			No
5/15/2015	15-May	SINGLE FAMILY	1612  LILLIAN ST 	6		180000	180			No
5/15/2015	15-May	SINGLE FAMILY	1000  GLENVIEW DR 	6		371501	371.501			No
5/15/2015	15-May	SINGLE FAMILY	1612  LONG AVE 	6		434900	434.9			No
5/15/2015	15-May	SINGLE FAMILY	1113  GLENVIEW DR 	6		429900	429.9			No
5/15/2015	15-May	SINGLE FAMILY	1110  GLENVIEW DR 	6		404623	404.623			No
5/15/2015	15-May	SINGLE FAMILY	1316  NINTH ST 	7		156000	156			No
5/15/2015	15-May	SINGLE FAMILY	700  LAWRENCE ST 	7		154900	154.9			No
5/15/2015	15-May	SINGLE FAMILY	2361  BENAY RD 	7		104900	104.9			No
5/15/2015	15-May	SINGLE FAMILY	501  SELSEY CT S 	7		135500	135.5			No
5/15/2015	15-May	SINGLE FAMILY	2212  CRESCENT VALLEY LN 	7		172500	172.5			No
5/15/2015	15-May	SINGLE FAMILY	1216  FIREFLY RD 	7		214900	214.9			No
5/15/2015	15-May	SINGLE FAMILY	236  WINDMILL TRL 	7		235900	235.9			No
5/15/2015	15-May	SINGLE FAMILY	2140  GUARANTY DR 	7		182000	182			No
5/15/2015	15-May	SINGLE FAMILY	252  WILOWEN DR 	7		154500	154.5			No
5/15/2015	15-May	SINGLE FAMILY	2652  HIBBITTS RD 	7		117000	117			No
5/15/2015	15-May	SINGLE FAMILY	3121  CROSSWOOD DR 	7		125400	125.4			No
5/15/2015	15-May	SINGLE FAMILY	2053  HICKORY BROOK DR 	7		239900	239.9			No
5/15/2015	15-May	SINGLE FAMILY	2041  HAWKS NEST CT 	8		318500	318.5			No
5/15/2015	15-May	SINGLE FAMILY	832  FITZPATRICK RD 	8		165000	165			No
5/15/2015	15-May	SINGLE FAMILY	513  DUNAILIE DR 	8		90000	90			No
5/15/2015	15-May	SINGLE FAMILY	2936  HIGH RIGGER DR 	8		117900	117.9			No
5/15/2015	15-May	SINGLE FAMILY	5733  TRU LONG DR 	8		151335	151.335			No
5/15/2015	15-May	SINGLE FAMILY	1113  SHALLOWBROOK TRL S 	8		145000	145			No
5/18/2015	15-May	SINGLE FAMILY	208  NUNLEY DR 	1		133000	133			No
5/18/2015	15-May	SINGLE FAMILY	254  BLACKMAN RD 	1		203700	203.7			No
5/18/2015	15-May	SINGLE FAMILY	6100  BRENTWOOD CHASE DR 	1		300000	300			No
5/18/2015	15-May	SINGLE FAMILY	6112  BLUE HOLE CT 	1		240000	240			No
5/18/2015	15-May	SINGLE FAMILY	704  SHERBROOKE CT 	1		249900	249.9			No
5/18/2015	15-May	SINGLE FAMILY	7145  SMOKEY HILL RD 	1		204000	204			No
5/18/2015	15-May	SINGLE FAMILY	315  CHAMBERLIN ST 	2		429900	429.9			No
5/18/2015	15-May	SINGLE FAMILY	312  CHAMBERLIN ST 	2		200000	200			No
5/18/2015	15-May	SINGLE FAMILY	3413  HOPKINS ST 	2		637500	637.5			No
5/18/2015	15-May	SINGLE FAMILY	4408  SHEPARD PL 	2		1500000	1500			No
5/18/2015	15-May	SINGLE FAMILY	4605  SANDY CREEK RD 	2		321500	321.5			No
5/18/2015	15-May	SINGLE FAMILY	1609  22ND AVE N 	3		238000	238			No
5/18/2015	15-May	SINGLE FAMILY	1909  FORMOSA ST 	3		125000	125			No
5/18/2015	15-May	SINGLE FAMILY	 	3		135000	135			No
5/18/2015	15-May	SINGLE FAMILY	711  32ND AVE N 	3		170000	170			No
5/18/2015	15-May	SINGLE FAMILY	117  COMMONWEALTH CT 	3		226000	226			No
5/18/2015	15-May	SINGLE FAMILY	8277  BOONE TRCE 	3		222000	222			No
5/18/2015	15-May	SINGLE FAMILY	7533  WOODSTREAM DR 	3		340000	340			No
5/18/2015	15-May	SINGLE FAMILY	1009  S GRAYCROFT AVE 	6		163900	163.9			No
5/18/2015	15-May	SINGLE FAMILY	324  MADISON BLVD 	6		20488	20.488			No
5/18/2015	15-May	SINGLE FAMILY	117  GORDON TER 	6		162000	162			No
5/18/2015	15-May	SINGLE FAMILY	1411  STAINBACK AVE 	6		200000	200			No
5/18/2015	15-May	SINGLE FAMILY	3708  HILLTOP LN 	6		180000	180			No
5/18/2015	15-May	SINGLE FAMILY	1129  CAHAL AVE 	6		185000	185			No
5/18/2015	15-May	SINGLE FAMILY	1309  OVERTON ST 	7		168000	168			No
5/18/2015	15-May	SINGLE FAMILY	1213  PRECIOUS DR 	8		207000	207			No
5/18/2015	15-May	SINGLE FAMILY	4927  ALVIN SPERRY RD 	8		278000	278			No
5/18/2015	15-May	SINGLE FAMILY	948  BLUE MOUNTAIN LN 	8		169400	169.4			No
5/18/2015	15-May	SINGLE FAMILY	232  CLEARLAKE DR W 	8		190000	190			No
5/19/2015	15-May	SINGLE FAMILY	1700  ALLISON PL 	1		160000	160			No
5/19/2015	15-May	SINGLE FAMILY	58  JAY ST 	1		201000	201			No
5/19/2015	15-May	SINGLE FAMILY	527  ELYSIAN FIELDS RD 	1		269000	269			No
5/19/2015	15-May	SINGLE FAMILY	626  HARDING PL 	1		215000	215			No
5/19/2015	15-May	SINGLE FAMILY	5146  EDMONDSON PIKE 	1		209611	209.611			No
5/19/2015	15-May	SINGLE FAMILY	4072  BARNES COVE DR 	1		239900	239.9			No
5/19/2015	15-May	SINGLE FAMILY	3317  ORLEANS DR 	2		275000	275			No
5/19/2015	15-May	SINGLE FAMILY	2612  ESSEX PL 	2		1050000	1050			No
5/19/2015	15-May	SINGLE FAMILY	407  W MEADE DR 	2		467500	467.5			No
5/19/2015	15-May	SINGLE FAMILY	138  HEADY DR 	2		1275000	1275			No
5/19/2015	15-May	SINGLE FAMILY	5411  KENTUCKY AVE 	3		343000	343			No
5/19/2015	15-May	SINGLE FAMILY	6004  DEAL AVE 	3		132000	132			No
5/19/2015	15-May	SINGLE FAMILY	645  CARMEL AVE 	6		116000	116			No
5/19/2015	15-May	SINGLE FAMILY	1332 B  PENNOCK AVE 	6		60000	60			No
5/19/2015	15-May	SINGLE FAMILY	1406  FATHERLAND ST 	6		175000	175			No
5/19/2015	15-May	SINGLE FAMILY	1006  OZARK ST 	6		429000	429			No
5/19/2015	15-May	SINGLE FAMILY	612  S 13TH ST 	6		205000	205			No
5/19/2015	15-May	SINGLE FAMILY	1604  STOKLEY LN 	7		409900	409.9			No
5/19/2015	15-May	SINGLE FAMILY	1104  SEVEN POINTS PASS 	8		259900	259.9			No
5/19/2015	15-May	SINGLE FAMILY	2857  LERA JONES DR 	8		159900	159.9			No
5/19/2015	15-May	SINGLE FAMILY	3404  WESTCLIFFE CT 	8		165500	165.5			No
5/19/2015	15-May	SINGLE FAMILY	3357  TOWNESHIP RD 	8		135000	135			No
5/19/2015	15-May	SINGLE FAMILY	3537  DOVE CREEK RD 	8		175000	175			No
5/19/2015	15-May	SINGLE FAMILY	340  GROVEDALE TRCE 	8		194957	194.957			No
5/19/2015	15-May	SINGLE FAMILY	4272  SANDSTONE DR 	8		31000	31			No
5/20/2015	15-May	SINGLE FAMILY	307  POLK AVE 	1		115000	115			No
5/20/2015	15-May	SINGLE FAMILY	359  HESTER AVE 	1		135000	135			No
5/20/2015	15-May	SINGLE FAMILY	3131  LAKE PARK DR 	1		195000	195			No
5/20/2015	15-May	SINGLE FAMILY	413  BRAMBLEWOOD DR 	1		322500	322.5			No
5/20/2015	15-May	SINGLE FAMILY	5128  ANCHORAGE DR 	1		290000	290			No
5/20/2015	15-May	SINGLE FAMILY	438  BELLINGRATH DR 	1		269500	269.5			No
5/20/2015	15-May	SINGLE FAMILY	544  ROXANNE DR 	1		148000	148			No
5/20/2015	15-May	SINGLE FAMILY	6661  CHRISTIANSTED LN 	1		365000	365			No
5/20/2015	15-May	SINGLE FAMILY	7156  HOLT RUN DR 	1		337000	337			No
